FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid-2c692dc9_1899559b653_7654,NRS,Maria Island,MAI20190828,2019-08-28,2019-08-29 10:40:00,-42.5967,148.2333,20,WC,MAI20190828_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7655,NRS,Maria Island,MAI20190925,2019-09-25,2019-09-25 10:45:00,-42.5967,148.2333,11,0,MAI20190925_0,35.085,1,2087.61,1,2317.66,1,295.3,1,0.13,1,2.8,1,0.2,1,0.37,1,0.4,1,0.1,0.1,0.6,0,28,1,1041.5,1,1556,1,0.042,0.04,0,0,,,0.01,0,1.958,0,0,0.466,0.064,,0.585,,0.099,0.006,0,1.958,0,0,0,0,0.602,0,0.029,0,0,,0,0.005,0.014,0.267,0,0,0.003,0,0,0.002,0,0,http://hdl.handle.net/102.100.100/139746,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7656,NRS,Maria Island,MAI20190925,2019-09-25,2019-09-25 10:45:00,-42.5967,148.2333,11,10,MAI20190925_10,35.078,1,2089.01,1,2312.24,2,294.1,1,0.16,1,2.9,1,0.2,1,0.38,1,0.4,1,,,,,19,1,939,1,1976.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/141240,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7657,NRS,Maria Island,MAI20190925,2019-09-25,2019-09-25 10:45:00,-42.5967,148.2333,11,20,MAI20190925_20,35.086,1,,9,,9,288.5,1,0.68,1,3.3,1,0.2,1,0.41,1,0.4,1,,,,,4.5,1,921,1,2837.5,1,0.007,0.067,0,0,,,0.013,0,2.957,0,0,0.785,0.083,,1.487,,0.126,0,0,2.957,0,0,0,0,1.327,0,0.035,0,0,,0,0.003,0.023,0.194,0,0,0.006,0,0,0.003,0,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7658,NRS,Maria Island,MAI20190925,2019-09-25,2019-09-25 10:45:00,-42.5967,148.2333,11,30,MAI20190925_30,35.112,1,2095.59,1,2317.69,1,288.7,1,0.3,1,3.3,1,0.2,1,0.41,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7659,NRS,Maria Island,MAI20190925,2019-09-25,2019-09-25 10:45:00,-42.5967,148.2333,11,40,MAI20190925_40,35.133,1,,9,,9,284.8,1,0.34,1,3.4,1,0.22,1,0.41,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_765a,NRS,Maria Island,MAI20190925,2019-09-25,2019-09-25 10:45:00,-42.5967,148.2333,11,50,MAI20190925_50,35.136,1,2098.51,1,2318.23,1,284,1,1.05,1,3.4,1,0.21,1,0.43,1,0.3,1,,,,,0,1,993.5,1,1497.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_765b,NRS,Maria Island,MAI20190925,2019-09-25,2019-09-25 10:45:00,-42.5967,148.2333,11,60,MAI20190925_60,35.139,1,,9,,9,283.9,1,0.61,1,3.1,1,0.21,1,0.41,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_765c,NRS,Maria Island,MAI20190925,2019-09-25,2019-09-25 10:45:00,-42.5967,148.2333,11,75,MAI20190925_75,35.14,1,2098.89,1,2320.63,1,284.1,1,0.43,1,3.1,1,0.21,1,0.4,1,0.3,1,,,,,31,1,1032,1,1175,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_765d,NRS,Maria Island,MAI20190925,2019-09-25,2019-09-25 10:45:00,-42.5967,148.2333,11,85,MAI20190925_85,35.139,1,2098.88,1,2318.74,1,284.7,1,0.44,1,3.1,1,0.21,1,0.4,1,0.3,1,,,,,61,1,996.5,1,1237,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139909,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_765e,NRS,Maria Island,MAI20190925,2019-09-25,2019-09-25 10:45:00,-42.5967,148.2333,11,WC,MAI20190925_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_765f,NRS,Maria Island,MAI20191015,2019-10-15,2019-10-16 10:20:00,-42.5967,148.2333,17,0,MAI20191015_0,35.288,1,2090.2,1,2324.13,1,,9,0.55,1,2.5,1,0.13,1,0.36,1,1.3,1,0,0,0.5,0,,,,,,,0.022,0.018,0.004,0.003,,,0.034,0,0.536,0.126,0,0.113,0.08,,0.226,,0.07,0.006,0,0.536,0,0.126,0,0,0.125,0,0.124,0,0,,0,0.018,0.023,0,0,0,0.056,0,0,0.025,0.009,0,http://hdl.handle.net/102.100.100/139747,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7660,NRS,Maria Island,MAI20191015,2019-10-15,2019-10-16 10:20:00,-42.5967,148.2333,17,10,MAI20191015_10,35.287,1,2092.32,1,2324.43,1,,9,0.44,1,2.6,1,0.13,1,0.35,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7661,NRS,Maria Island,MAI20191015,2019-10-15,2019-10-16 10:20:00,-42.5967,148.2333,17,20,MAI20191015_20,35.289,1,,9,,9,,9,0.68,1,2.6,1,0.12,1,0.38,1,1.3,1,,,,,,,,,,,0.015,0.016,0.005,0.006,,,0.045,0,0.567,0.06,0,0.157,0.129,,0.308,,0.043,0.003,0,0.567,0,0.06,0,0,0.228,0,0.134,0,0,,0,0.015,0.031,0.164,0,0,0.039,0,0,0.009,0.002,0,http://hdl.handle.net/102.100.100/141241,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7662,NRS,Maria Island,MAI20191015,2019-10-15,2019-10-16 10:20:00,-42.5967,148.2333,17,30,MAI20191015_30,35.294,1,2094.26,1,2323.73,1,,9,0.57,1,3,1,0.14,1,0.38,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7663,NRS,Maria Island,MAI20191015,2019-10-15,2019-10-16 10:20:00,-42.5967,148.2333,17,40,MAI20191015_40,35.271,1,,9,,9,,9,0.78,1,3.5,1,0.16,1,0.44,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7664,NRS,Maria Island,MAI20191015,2019-10-15,2019-10-16 10:20:00,-42.5967,148.2333,17,50,MAI20191015_50,35.221,1,2109.5,1,2322.81,1,,9,1.1,1,4.3,1,0.21,1,0.5,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7665,NRS,Maria Island,MAI20191015,2019-10-15,2019-10-16 10:20:00,-42.5967,148.2333,17,60,MAI20191015_60,35.216,1,,9,,9,,9,1.17,1,4,1,0.24,1,0.49,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7666,NRS,Maria Island,MAI20191015,2019-10-15,2019-10-16 10:20:00,-42.5967,148.2333,17,75,MAI20191015_75,35.215,1,2110.96,1,2323.56,1,,9,1.21,1,4,1,0.24,1,0.5,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7667,NRS,Maria Island,MAI20191015,2019-10-15,2019-10-16 10:20:00,-42.5967,148.2333,17,85,MAI20191015_85,35.186,1,2108.34,1,2322.53,1,,9,1.49,1,2.3,1,0.17,1,0.43,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139910,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7668,NRS,Maria Island,MAI20191015,2019-10-15,2019-10-16 10:20:00,-42.5967,148.2333,17,WC,MAI20191015_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7669,NRS,Maria Island,MAI20191121,2019-11-21,2019-11-22 10:01:00,-42.5967,148.2333,12,0,MAI20191121_0,35.071,1,2067.93,1,2313.49,1,297.4,1,0,6,0.4,1,0.1,1,0.23,1,0,6,0.1,0.1,0.7,0,19703.5,1,2458.5,1,70861,1,0,0.067,0.01,0,,,0.014,0,3.289,0.211,0,0.749,0.387,,0.684,,0.235,0.014,0,3.289,0,0.211,0,0,1.469,0,0.07,0,0,,0,0.033,0.053,0,0,0,0.063,0,0,0.02,0.008,0,http://hdl.handle.net/102.100.100/139748,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_766a,NRS,Maria Island,MAI20191121,2019-11-21,2019-11-22 10:01:00,-42.5967,148.2333,12,10,MAI20191121_10,35.067,1,2073.96,1,2311.01,1,296.4,1,0.07,1,0.6,1,0.12,1,0.24,1,0,6,,,,,11532,1,2369.5,1,74900.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/141242,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_766b,NRS,Maria Island,MAI20191121,2019-11-21,2019-11-22 10:01:00,-42.5967,148.2333,12,20,MAI20191121_20,35.068,1,,9,,9,286.5,1,0.17,1,1.3,1,0.15,1,0.28,1,0.2,1,,,,,6521.5,1,2599,1,66247,1,0.002,0.02,0,0,,,0.007,0,0.891,0.092,0,0.127,0.077,,0.036,,0.029,0,0,0.891,0,0.092,0,0,0.334,0,0.037,0,0,,0,0.01,0.019,0,0,0,0.026,0,0,0.004,0.003,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_766c,NRS,Maria Island,MAI20191121,2019-11-21,2019-11-22 10:01:00,-42.5967,148.2333,12,30,MAI20191121_30,35.068,1,2099.84,1,2312.13,1,270.5,1,0.66,1,4.1,1,0.35,1,0.43,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_766d,NRS,Maria Island,MAI20191121,2019-11-21,2019-11-22 10:01:00,-42.5967,148.2333,12,40,MAI20191121_40,35.12,1,,9,,9,265.4,1,0.77,1,4.8,1,0.38,1,0.48,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_766e,NRS,Maria Island,MAI20191121,2019-11-21,2019-11-22 10:01:00,-42.5967,148.2333,12,50,MAI20191121_50,35.128,1,2106.7,1,2314.49,1,264.1,1,0.82,1,5,1,0.39,1,0.49,1,1.5,1,,,,,1092,1,4920.5,1,8725.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_766f,NRS,Maria Island,MAI20191121,2019-11-21,2019-11-22 10:01:00,-42.5967,148.2333,12,60,MAI20191121_60,35.128,1,,9,,9,263.4,1,0.83,1,5.1,1,0.39,1,0.5,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7670,NRS,Maria Island,MAI20191121,2019-11-21,2019-11-22 10:01:00,-42.5967,148.2333,12,75,MAI20191121_75,35.131,1,2107.21,1,2315.24,1,263.1,1,0.84,1,5.1,1,0.39,1,0.49,1,1.6,1,,,,,743.5,1,4575,1,6736.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7671,NRS,Maria Island,MAI20191121,2019-11-21,2019-11-22 10:01:00,-42.5967,148.2333,12,85,MAI20191121_85,,0,2106.85,1,2316.62,1,263.1,1,0.84,1,5.1,1,0.39,1,0.49,1,1.6,1,,,,,462.5,1,4751,1,6673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139911,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7672,NRS,Maria Island,MAI20191121,2019-11-21,2019-11-22 10:01:00,-42.5967,148.2333,12,WC,MAI20191121_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7673,NRS,Maria Island,MAI20191210,2019-12-10,2019-12-11 10:45:00,-42.5967,148.2333,17,0,MAI20191210_0,35.099,1,2077.61,1,2314.59,1,271.4,1,0.21,1,0.4,1,0,6,0.19,1,0.2,1,0.1,0.1,0.5,0,7498.5,1,1497,1,3084.5,1,0.006,0.016,0,0,,,0.016,0,0.818,0.037,0,0.104,0.04,,0.032,,0.049,0.004,0,0.818,0,0.037,0,0,0.151,0,0.137,0,0,,0,0.009,0.025,0,0,0,0.009,0,0,0.001,0,0,http://hdl.handle.net/102.100.100/139749,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7674,NRS,Maria Island,MAI20191210,2019-12-10,2019-12-11 10:45:00,-42.5967,148.2333,17,10,MAI20191210_10,35.09,1,2081.11,1,2313.75,1,270.9,1,0.34,1,0.6,1,0,6,0.22,1,0.3,1,,,,,6507.5,1,2439.5,1,3521.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7675,NRS,Maria Island,MAI20191210,2019-12-10,2019-12-11 10:45:00,-42.5967,148.2333,17,20,MAI20191210_20,35.092,1,,9,,9,266.8,1,0.38,1,0.9,1,0.1,1,0.24,1,0.4,1,,,,,4090,1,2783.5,1,3868.5,1,0.054,0.052,0,0,,,0.015,0,2.075,0.051,0,0.227,0.064,,0.068,,0.069,0,0,2.075,0,0.051,0,0,0.509,0,0.124,0,0,,0,0.003,0.023,0,0.091,0,0.009,0,0,0.002,0,0,http://hdl.handle.net/102.100.100/141243,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7676,NRS,Maria Island,MAI20191210,2019-12-10,2019-12-11 10:45:00,-42.5967,148.2333,17,30,MAI20191210_30,35.091,1,2084.81,1,2313.47,1,265.9,1,0.43,1,1,1,0.11,1,0.23,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7677,NRS,Maria Island,MAI20191210,2019-12-10,2019-12-11 10:45:00,-42.5967,148.2333,17,40,MAI20191210_40,35.084,1,,9,,9,262.8,1,0.78,1,1.5,1,0.14,1,0.34,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7678,NRS,Maria Island,MAI20191210,2019-12-10,2019-12-11 10:45:00,-42.5967,148.2333,17,50,MAI20191210_50,35.082,1,2098.26,1,2315.3,1,257.6,1,1.21,1,2.1,1,0.19,1,0.36,1,0.8,1,,,,,2445.5,1,1913.5,1,2691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7679,NRS,Maria Island,MAI20191210,2019-12-10,2019-12-11 10:45:00,-42.5967,148.2333,17,60,MAI20191210_60,35.075,1,,9,,9,256.2,1,1.92,1,3.9,1,0.33,1,0.52,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_767a,NRS,Maria Island,MAI20191210,2019-12-10,2019-12-11 10:45:00,-42.5967,148.2333,17,75,MAI20191210_75,35.076,1,2115.89,1,2315.87,1,248.7,1,1.93,1,4,1,0.33,1,0.51,1,1.5,1,,,,,2069.5,1,280.5,1,697.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_767b,NRS,Maria Island,MAI20191210,2019-12-10,2019-12-11 10:45:00,-42.5967,148.2333,17,85,MAI20191210_85,35.076,1,2116,1,2316.4,1,247.6,1,1.94,1,4,1,0.35,1,0.59,1,1.6,1,,,,,1674.5,1,225,1,578,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139912,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_767c,NRS,Maria Island,MAI20191210,2019-12-10,2019-12-11 10:45:00,-42.5967,148.2333,17,WC,MAI20191210_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_767d,NRS,Maria Island,MAI20200106,2020-01-06,2020-01-07 10:20:00,-42.5967,148.2333,14,0,MAI20200106_0,35.127,1,2054.4,1,2302.38,1,261.8,1,0.39,1,0,6,0,6,0.12,1,0.3,1,0.1,0.1,0.4,0,0,1,6427,1,9343.5,1,0.002,0.01,0,0,,,0.036,0,0.359,0.041,0,0.061,0.053,,0,,0.038,0.003,0,0.359,0,0.041,0,0,0.059,0,0.089,0,0,,0,0.005,0.028,0,0,0,0.007,0,0,0.003,0,0,http://hdl.handle.net/102.100.100/139751,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_767e,NRS,Maria Island,MAI20200106,2020-01-06,2020-01-07 10:20:00,-42.5967,148.2333,14,10,MAI20200106_10,35.122,1,2054.83,1,2304.65,1,264.1,1,0.28,1,0,6,0,6,0.12,1,0.2,1,,,,,339,1,6431,1,9086.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_767f,NRS,Maria Island,MAI20200106,2020-01-06,2020-01-07 10:20:00,-42.5967,148.2333,14,20,MAI20200106_20,35.257,1,,9,,9,261.8,1,0.07,1,0,6,0,6,0.13,1,0.2,1,,,,,0,1,5619,1,15994,1,0,0.014,0,0,,,0.04,0,0.435,0.054,0,0.089,0.061,,0,,0.034,0,0,0.435,0,0.054,0,0,0.049,0,0.104,0,0,,0,0.006,0.069,0,0,0,0.013,0,0,0.004,0,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7680,NRS,Maria Island,MAI20200106,2020-01-06,2020-01-07 10:20:00,-42.5967,148.2333,14,30,MAI20200106_30,35.231,1,2060.7,1,2312.08,1,263.1,1,0.12,1,0,6,0,6,0.12,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7681,NRS,Maria Island,MAI20200106,2020-01-06,2020-01-07 10:20:00,-42.5967,148.2333,14,40,MAI20200106_40,35.021,1,,9,,9,262,1,1.13,1,0.9,1,0,6,0.24,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7682,NRS,Maria Island,MAI20200106,2020-01-06,2020-01-07 10:20:00,-42.5967,148.2333,14,50,MAI20200106_50,35.013,1,2089.31,1,2306.44,1,259.4,1,1.39,1,1.6,1,0.12,1,0.36,1,0.8,1,,,,,0,1,1489.5,1,3106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7683,NRS,Maria Island,MAI20200106,2020-01-06,2020-01-07 10:20:00,-42.5967,148.2333,14,60,MAI20200106_60,35.023,1,,9,,9,250.1,1,1.89,1,2.4,1,0.21,1,0.4,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7684,NRS,Maria Island,MAI20200106,2020-01-06,2020-01-07 10:20:00,-42.5967,148.2333,14,75,MAI20200106_75,35.02,1,2118.88,1,2312.35,1,235.4,1,2.56,1,3.1,1,0.24,1,0.52,1,2.4,1,,,,,0,1,680,1,344,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7685,NRS,Maria Island,MAI20200106,2020-01-06,2020-01-07 10:20:00,-42.5967,148.2333,14,85,MAI20200106_85,35.02,1,2118.17,1,2311.43,1,235.3,1,2.44,1,2.9,1,0.21,1,0.53,1,2.2,1,,,,,0,1,775.5,1,267.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139913,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7686,NRS,Maria Island,MAI20200106,2020-01-06,2020-01-07 10:20:00,-42.5967,148.2333,14,WC,MAI20200106_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7687,NRS,Maria Island,MAI20200223,2020-02-23,2020-02-24 11:10:00,-42.5967,148.2333,20,0,MAI20200223_0,35.576,1,2067.02,1,2336.15,1,,9,0,6,0,6,0,6,0.1,1,0.2,1,0.1,0.1,0.3,0,488.5,1,30197.5,1,6060.5,1,0.003,0.015,0,0,,,0.015,0,0.328,0.042,0,0.05,0.028,,0.041,,0.017,0,0,0.328,0,0.042,0,0,0.068,0,0.054,0,0,,0,0.005,0.016,0,0,0,0.011,0,0,0.002,0.019,0,http://hdl.handle.net/102.100.100/139750,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7688,NRS,Maria Island,MAI20200223,2020-02-23,2020-02-24 11:10:00,-42.5967,148.2333,20,10,MAI20200223_10,35.577,1,2065.94,1,2336.59,1,,9,0,6,0,6,0,6,0.13,1,0.2,1,,,,,1944,1,30736,1,5363,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7689,NRS,Maria Island,MAI20200223,2020-02-23,2020-02-24 11:10:00,-42.5967,148.2333,20,20,MAI20200223_20,,9,,9,,9,,9,0,6,0,6,0,6,0.1,1,0.2,1,,,,,0,1,27317.5,1,5304.5,1,0.002,0.016,0,0,,,0.017,0,0.369,0.044,0,0.055,0.031,,0.034,,0.017,0,0,0.369,0,0.044,0,0,0.083,0,0.043,0,0,,0,0.005,0.026,0,0,0,0.005,0,0,0.002,0.017,0,http://hdl.handle.net/102.100.100/141244,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_768a,NRS,Maria Island,MAI20200223,2020-02-23,2020-02-24 11:10:00,-42.5967,148.2333,20,30,MAI20200223_30,35.583,1,2069.32,1,2337.85,1,,9,0.09,1,0,6,0,6,0.12,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_768b,NRS,Maria Island,MAI20200223,2020-02-23,2020-02-24 11:10:00,-42.5967,148.2333,20,40,MAI20200223_40,35.567,1,,9,,9,,9,0.26,1,0,6,0,6,0.17,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
