FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid-2c692dc9_1899559b653_761c,NRS,Maria Island,MAI20190106,2019-01-06,2019-01-07 10:15:00,-42.5967,148.2333,22,10,MAI20190106_10,35.38,1,2066.79,1,2330.33,1,248.4,1,0.09,1,0,6,0,6,0.13,1,0.2,1,,,,,1159.5,1,5073.5,1,8535.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_761d,NRS,Maria Island,MAI20190106,2019-01-06,2019-01-07 10:15:00,-42.5967,148.2333,22,20,MAI20190106_20,35.38,1,,9,,9,248.1,1,0.29,1,0,6,0,6,0.14,1,0.2,1,,,,,1130,1,6237,1,9884,1,0.003,0.012,0,0.008,,,0.013,0,0.343,0.053,0,0.047,0.025,,0.007,,0.022,0,0,0.343,0,0.053,0,0,0.062,0,0.041,0,0,,0,0.007,0.028,0,0,0,0.014,0,0,0.006,0.004,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_761e,NRS,Maria Island,MAI20190106,2019-01-06,2019-01-07 10:15:00,-42.5967,148.2333,22,30,MAI20190106_30,35.333,1,2063.72,1,2327.6,1,249.9,1,0.41,1,0,6,0,6,0.15,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_761f,NRS,Maria Island,MAI20190106,2019-01-06,2019-01-07 10:15:00,-42.5967,148.2333,22,40,MAI20190106_40,35.394,1,,9,,9,250.3,1,0.36,1,0.2,1,0,6,0.16,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7620,NRS,Maria Island,MAI20190106,2019-01-06,2019-01-07 10:15:00,-42.5967,148.2333,22,50,MAI20190106_50,35.327,1,2070.37,1,2327.88,1,251,1,0.37,1,0.3,1,0,6,0.16,1,0.3,1,,,,,1257.5,1,8914.5,1,10781.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7621,NRS,Maria Island,MAI20190106,2019-01-06,2019-01-07 10:15:00,-42.5967,148.2333,22,60,MAI20190106_60,35.239,1,,9,,9,243.9,1,0.54,1,2.9,1,0.32,1,0.36,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7622,NRS,Maria Island,MAI20190106,2019-01-06,2019-01-07 10:15:00,-42.5967,148.2333,22,75,MAI20190106_75,35.219,1,2104.78,1,2322.59,1,235.6,1,0.23,1,5.5,1,0.4,1,0.49,1,2,1,,,,,877,1,1651,1,1580.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7623,NRS,Maria Island,MAI20190106,2019-01-06,2019-01-07 10:15:00,-42.5967,148.2333,22,85,MAI20190106_85,35.219,1,2112.62,1,2321.94,1,235.1,1,0.2,1,5.5,1,0.39,1,0.5,1,2,1,,,,,713,1,1296.5,1,1056.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139903,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7624,NRS,Maria Island,MAI20190320,2019-03-20,2019-03-21 10:05:00,-42.5967,148.2333,30,0,MAI20190320_0,35.444,1,2068.05,1,2338.37,1,244.6,1,0.11,1,0,6,0,6,0.11,1,0.3,1,0,0,0.3,0,5635,1,14804.5,1,22707.5,1,0.01,0.011,0,0,,,0.008,0,0.257,0.057,0,0.033,0.017,,0,,0.011,0,0,0.257,0,0.057,0,0,0.026,0,0.037,0,0,,0,0.006,0.015,0,0,0,0.013,0,0,0.007,0.013,0,http://hdl.handle.net/102.100.100/139742,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7625,NRS,Maria Island,MAI20190320,2019-03-20,2019-03-21 10:05:00,-42.5967,148.2333,30,10,MAI20190320_10,35.437,1,2068.14,1,2338.76,1,245.6,1,0.1,1,0,6,0,6,0.11,1,0.3,1,,,,,5616,1,15655.5,1,22303.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7626,NRS,Maria Island,MAI20190320,2019-03-20,2019-03-21 10:05:00,-42.5967,148.2333,30,20,MAI20190320_20,35.43,1,,9,,9,246.2,1,0.1,1,0,6,0,6,0.11,1,0.4,1,,,,,2910,1,13925,1,22152.5,1,0.011,0.013,0,0.006,,,0.012,0,0.307,0.084,0,0.033,0.019,,0,,0.005,0,0,0.307,0,0.084,0,0,0.023,0,0.051,0,0,,0,0.01,0.007,0,0,0,0.024,0,0,0.007,0.004,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7627,NRS,Maria Island,MAI20190320,2019-03-20,2019-03-21 10:05:00,-42.5967,148.2333,30,30,MAI20190320_30,35.393,1,2072.21,1,2337.09,1,242,1,0.29,1,0,6,0,6,0.14,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7628,NRS,Maria Island,MAI20190320,2019-03-20,2019-03-21 10:05:00,-42.5967,148.2333,30,40,MAI20190320_40,35.39,1,,9,,9,239,1,0.22,1,0.2,1,0.11,1,0.15,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7629,NRS,Maria Island,MAI20190320,2019-03-20,2019-03-21 10:05:00,-42.5967,148.2333,30,50,MAI20190320_50,35.378,1,2074.68,1,2336.39,1,237.5,1,0.55,1,0.4,1,0.16,1,0.19,1,0.4,1,,,,,3065,1,3880.5,1,11116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_762a,NRS,Maria Island,MAI20190320,2019-03-20,2019-03-21 10:05:00,-42.5967,148.2333,30,60,MAI20190320_60,35.314,1,,9,,9,219.2,1,0,6,3.9,1,0.35,1,0.4,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_762b,NRS,Maria Island,MAI20190320,2019-03-20,2019-03-21 10:05:00,-42.5967,148.2333,30,75,MAI20190320_75,35.299,1,2101.83,1,2329.73,1,215.2,1,0,6,5.1,1,0.23,1,0.48,1,2.2,1,,,,,4229,1,1550,1,3180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_762c,NRS,Maria Island,MAI20190320,2019-03-20,2019-03-21 10:05:00,-42.5967,148.2333,30,85,MAI20190320_85,35.286,1,2110.35,1,2328.94,1,208.5,1,0,6,7.1,1,0.17,1,0.61,1,3,1,,,,,4278,1,602,1,759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139904,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_762d,NRS,Maria Island,MAI20190430,2019-04-30,2019-05-01 10:29:00,-42.5967,148.2333,20,0,MAI20190430_0,35.399,1,2081.96,1,2331,1,250.6,1,0.18,1,1.1,1,0.36,1,0.24,1,0.7,1,0.1,0.1,0.3,0,1061,1,6249.5,1,18485,1,0.026,0.021,0,0,,,0.024,0,0.701,0.174,0,0.096,0.048,,0.024,,0.023,0,0,0.701,0,0.174,0,0,0.09,0,0.07,0,0,,0,0.021,0.036,0,0,0,0.042,0,0,0.017,0.004,0,http://hdl.handle.net/102.100.100/141133,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_762e,NRS,Maria Island,MAI20190430,2019-04-30,2019-05-01 10:29:00,-42.5967,148.2333,20,10,MAI20190430_10,35.399,1,2082.88,1,2331.71,1,250.3,1,0.17,1,1.1,1,0.36,1,0.23,1,0.7,1,,,,,1203,1,5594,1,17824.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_762f,NRS,Maria Island,MAI20190430,2019-04-30,2019-05-01 10:29:00,-42.5967,148.2333,20,20,MAI20190430_20,35.398,1,,9,,9,249.9,1,0.27,1,1.1,1,0.36,1,0.26,1,0.7,1,,,,,1002,1,5218.5,1,19235.5,1,0.015,0.015,0,0,,,0.021,0,0.483,0.088,0,0.067,0.033,,0.039,,0.018,0,0,0.483,0,0.088,0,0,0.087,0,0.063,0,0,,0,0.011,0.033,0,0,0,0.025,0,0,0.005,0.001,0,http://hdl.handle.net/102.100.100/141237,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7630,NRS,Maria Island,MAI20190430,2019-04-30,2019-05-01 10:29:00,-42.5967,148.2333,20,30,MAI20190430_30,35.4,1,2081.77,1,2331.16,1,249.9,1,0.18,1,1.1,1,0.37,1,0.24,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7631,NRS,Maria Island,MAI20190430,2019-04-30,2019-05-01 10:29:00,-42.5967,148.2333,20,40,MAI20190430_40,35.4,1,,9,,9,250,1,0.19,1,1.1,1,0.36,1,0.25,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7632,NRS,Maria Island,MAI20190430,2019-04-30,2019-05-01 10:29:00,-42.5967,148.2333,20,50,MAI20190430_50,35.41,1,2084.16,1,2331.42,1,249.5,1,0.29,1,1,1,0.34,1,0.25,1,0.7,1,,,,,1071.5,1,5185,1,17228,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7633,NRS,Maria Island,MAI20190430,2019-04-30,2019-05-01 10:29:00,-42.5967,148.2333,20,60,MAI20190430_60,35.408,1,,9,,9,249.5,1,0.24,1,1,1,0.34,1,0.23,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7634,NRS,Maria Island,MAI20190430,2019-04-30,2019-05-01 10:29:00,-42.5967,148.2333,20,75,MAI20190430_75,35.422,1,2084.12,1,2332.92,1,249.6,1,0.26,1,0.9,1,0.3,1,0.23,1,0.7,1,,,,,973,1,4407,1,14900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7635,NRS,Maria Island,MAI20190430,2019-04-30,2019-05-01 10:29:00,-42.5967,148.2333,20,85,MAI20190430_85,35.439,1,2085.27,1,2333.74,1,248.7,1,0.31,1,0.8,1,0.25,1,0.22,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139905,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7636,NRS,Maria Island,MAI20190430,2019-04-30,2019-05-01 10:29:00,-42.5967,148.2333,20,WC,MAI20190430_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7637,NRS,Maria Island,MAI20190624,2019-06-24,2019-06-24 10:50:00,-42.5967,148.2333,19,0,MAI20190624_0,35.361,1,2105.15,1,2329.06,1,258.3,1,0.09,1,3,1,0,6,0.36,1,0.9,1,0.1,0.1,0.3,0,295,1,20172.5,1,12604.5,1,0.013,0.014,0,0,,,0.035,0,0.35,0.094,0,0.04,0.034,,0,,0.014,0,0,0.35,0,0.094,0,0,0.037,0,0.056,0,0,,0,0.011,0.008,0,0,0,0.025,0,0,0.008,0.009,0,http://hdl.handle.net/102.100.100/139743,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7638,NRS,Maria Island,MAI20190624,2019-06-24,2019-06-24 10:50:00,-42.5967,148.2333,19,10,MAI20190624_10,35.36,1,2105.49,1,2330.39,1,258.6,1,0,6,3,1,0,6,0.36,1,0.9,1,,,,,105.5,1,20018.5,1,14006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7639,NRS,Maria Island,MAI20190624,2019-06-24,2019-06-24 10:50:00,-42.5967,148.2333,19,20,MAI20190624_20,35.365,1,,9,,9,258.3,1,0,6,3,1,0,6,0.36,1,0.9,1,,,,,141.5,1,19708,1,13100,1,0.013,0.012,0,0,,,0.035,0,0.338,0.092,0,0.045,0.034,,0,,0.015,0,0,0.338,0,0.092,0,0,0.04,0,0.058,0,0,,0,0.01,0.005,0,0,0,0.024,0,0,0.006,0.008,0,http://hdl.handle.net/102.100.100/141238,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_763a,NRS,Maria Island,MAI20190624,2019-06-24,2019-06-24 10:50:00,-42.5967,148.2333,19,30,MAI20190624_30,35.367,1,2105.28,1,2330.52,1,258.1,1,0,6,2.9,1,0.11,1,0.35,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_763b,NRS,Maria Island,MAI20190624,2019-06-24,2019-06-24 10:50:00,-42.5967,148.2333,19,40,MAI20190624_40,35.364,1,,9,,9,259,1,0,6,2.9,1,0.1,1,0.35,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_763c,NRS,Maria Island,MAI20190624,2019-06-24,2019-06-24 10:50:00,-42.5967,148.2333,19,50,MAI20190624_50,35.364,1,2104.47,1,2331.52,1,259.9,1,0,6,2.9,1,0,6,0.34,1,0.9,1,,,,,213,1,24709.5,1,16689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_763d,NRS,Maria Island,MAI20190624,2019-06-24,2019-06-24 10:50:00,-42.5967,148.2333,19,60,MAI20190624_60,35.367,1,,9,,9,258.7,1,0,6,2.9,1,0.13,1,0.35,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_763e,NRS,Maria Island,MAI20190624,2019-06-24,2019-06-24 10:50:00,-42.5967,148.2333,19,75,MAI20190624_75,35.369,1,2106.59,1,2331.06,1,259,1,0,6,2.9,1,0.19,1,0.35,1,0.9,1,,,,,138.5,1,20526.5,1,12701.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_763f,NRS,Maria Island,MAI20190624,2019-06-24,2019-06-24 10:50:00,-42.5967,148.2333,19,85,MAI20190624_85,35.382,1,2107.66,1,2330.55,1,258.3,1,0,6,2.9,1,0.24,1,0.36,1,1,1,,,,,167.5,1,14952,1,11704.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139906,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7640,NRS,Maria Island,MAI20190624,2019-06-24,2019-06-24 10:50:00,-42.5967,148.2333,19,WC,MAI20190624_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7641,NRS,Maria Island,MAI20190731,2019-07-31,2019-07-31 11:15:00,-42.5967,148.2333,21,0,MAI20190731_0,35.295,1,2108.58,1,2326.19,1,267.3,1,0,6,2.9,1,0,6,0.33,1,1.1,1,0,0,0.3,0,1223,1,9118,1,9564.5,1,0.013,0.009,0,0.005,,,0.022,0,0.306,0.074,0,0.046,0.037,,0.051,,0.017,0,0,0.306,0,0.074,0,0,0.064,0,0.053,0,0,,0,0.008,0.006,0,0,0,0.021,0,0,0.006,0.004,0,http://hdl.handle.net/102.100.100/139744,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7642,NRS,Maria Island,MAI20190731,2019-07-31,2019-07-31 11:15:00,-42.5967,148.2333,21,10,MAI20190731_10,35.293,1,2107.96,1,2325.88,1,262.6,1,0,6,2.9,1,0,6,0.32,1,1,1,,,,,1370,1,9180,1,9011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7643,NRS,Maria Island,MAI20190731,2019-07-31,2019-07-31 11:15:00,-42.5967,148.2333,21,20,MAI20190731_20,35.293,1,,9,,9,262.9,1,0,6,2.9,1,0,6,0.33,1,1.1,1,,,,,975.5,1,8755,1,8946,1,0.013,0.013,0,0.005,,,0.026,0,0.415,0.088,0,0.047,0.022,,0,,0.015,0,0,0.415,0,0.088,0,0,0.081,0,0.062,0,0,,0,0.009,0.011,0,0,0,0.025,0,0,0.005,0.003,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7644,NRS,Maria Island,MAI20190731,2019-07-31,2019-07-31 11:15:00,-42.5967,148.2333,21,30,MAI20190731_30,35.295,1,2107.7,1,2327.32,1,263,1,0,6,2.9,1,0,6,0.23,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7645,NRS,Maria Island,MAI20190731,2019-07-31,2019-07-31 11:15:00,-42.5967,148.2333,21,40,MAI20190731_40,35.297,1,,9,,9,262.8,1,0.05,1,2.9,1,0.11,1,0.31,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7646,NRS,Maria Island,MAI20190731,2019-07-31,2019-07-31 11:15:00,-42.5967,148.2333,21,50,MAI20190731_50,35.316,1,2109.43,1,2328.74,1,261.8,1,0,6,2.8,1,0.15,1,0.32,1,1,1,,,,,675.5,1,8994,1,8964,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7647,NRS,Maria Island,MAI20190731,2019-07-31,2019-07-31 11:15:00,-42.5967,148.2333,21,60,MAI20190731_60,35.325,1,,9,,9,262.3,1,0,6,2.8,1,0.15,1,0.33,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7648,NRS,Maria Island,MAI20190731,2019-07-31,2019-07-31 11:15:00,-42.5967,148.2333,21,75,MAI20190731_75,35.333,1,2109.31,1,2329.03,1,262.4,1,0.06,1,2.8,1,0.18,1,0.29,1,1,1,,,,,897,1,7864,1,9577,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7649,NRS,Maria Island,MAI20190731,2019-07-31,2019-07-31 11:15:00,-42.5967,148.2333,21,85,MAI20190731_85,35.334,1,2110.8,1,2329.65,1,262.3,1,0.07,1,2.8,1,0.18,1,0.31,1,1,1,,,,,792.5,1,7319.5,1,10212,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139907,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_764a,NRS,Maria Island,MAI20190731,2019-07-31,2019-07-31 11:15:00,-42.5967,148.2333,21,WC,MAI20190731_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_764b,NRS,Maria Island,MAI20190828,2019-08-28,2019-08-29 10:40:00,-42.5967,148.2333,20,0,MAI20190828_0,35.171,1,2108.4,1,2318.11,1,269,1,0.05,1,4.3,1,0.14,1,0.35,1,1.3,1,0.1,0.1,0.4,0,1236.5,1,13409.5,1,10067.5,1,0.007,0.015,0,0,,,0.018,0,0.455,0.077,0,0.068,0.042,,0.11,,0.025,0,0,0.455,0,0.077,0,0,0.156,0,0.037,0,0,,0,0.009,0.005,0,0,0,0.021,0,0,0.007,0.005,0,http://hdl.handle.net/102.100.100/139745,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_764c,NRS,Maria Island,MAI20190828,2019-08-28,2019-08-29 10:40:00,-42.5967,148.2333,20,10,MAI20190828_10,35.174,1,2106.55,1,2317.34,1,268.8,1,0,6,4.9,1,0.12,1,0.36,1,1.4,1,,,,,979.5,1,12801.5,1,9129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_764d,NRS,Maria Island,MAI20190828,2019-08-28,2019-08-29 10:40:00,-42.5967,148.2333,20,20,MAI20190828_20,35.173,1,,9,,9,268.7,1,0,6,5.1,1,0.12,1,0.43,1,1.5,1,,,,,864.5,1,12921.5,1,9167,1,0.008,0.014,0,0,,,0.021,0,0.534,0.067,0,0.076,0.049,,0.088,,0.025,0,0,0.534,0,0.067,0,0,0.184,0,0.042,0,0,,0,0.01,0.009,0,0,0,0.022,0,0,0.005,0.004,0,http://hdl.handle.net/102.100.100/141239,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_764e,NRS,Maria Island,MAI20190828,2019-08-28,2019-08-29 10:40:00,-42.5967,148.2333,20,30,MAI20190828_30,35.173,1,2107.09,1,2316.45,1,273,2,0,6,5.1,1,0.11,1,0.37,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_764f,NRS,Maria Island,MAI20190828,2019-08-28,2019-08-29 10:40:00,-42.5967,148.2333,20,40,MAI20190828_40,35.172,1,,9,,9,269.7,1,0,6,5.1,1,0.11,1,0.41,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7650,NRS,Maria Island,MAI20190828,2019-08-28,2019-08-29 10:40:00,-42.5967,148.2333,20,50,MAI20190828_50,35.174,1,2106.81,1,2318.34,1,269.9,1,0,6,5.1,1,0.12,1,0.37,1,1.5,1,,,,,936,1,11588,1,8802.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7651,NRS,Maria Island,MAI20190828,2019-08-28,2019-08-29 10:40:00,-42.5967,148.2333,20,60,MAI20190828_60,35.174,1,,9,,9,270.3,1,0.05,1,3.9,1,0.15,1,0.32,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7652,NRS,Maria Island,MAI20190828,2019-08-28,2019-08-29 10:40:00,-42.5967,148.2333,20,75,MAI20190828_75,35.171,1,2107.31,1,2317.94,1,274.5,2,0.05,1,3.7,1,0.15,1,0.33,1,1.1,1,,,,,920.5,1,10734,1,8271,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7653,NRS,Maria Island,MAI20190828,2019-08-28,2019-08-29 10:40:00,-42.5967,148.2333,20,85,MAI20190828_85,35.17,1,2107.25,1,2317.64,1,272.7,1,0.09,1,3.6,1,0.15,1,0.33,1,1.1,1,,,,,1197,1,10443.5,1,8507.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139908,POINT (148.23333 -42.59667)
